from,to,datetime_stamp,call_duration,status,source_department,destination_department,call_type,rate_per_min,cost
343,349,2026-02-27 03:39:42,1044,pickedup,Manufacturing,Marketing,Internal,0.5,8.7
342,439,2026-06-30 20:26:10,1781,pickedup,Finance,IT,Internal,0.5,14.84
423,379,2026-02-18 08:59:42,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
473,384,2026-08-02 11:49:45,990,pickedup,Marketing,IT,Internal,0.5,8.25
307,360,2026-03-11 08:14:15,0,notpickedup,Transport,IT,Internal,0.5,0.0
349,364,2026-06-19 18:28:43,423,pickedup,Marketing,Manufacturing,Internal,0.5,3.52
395,439,2026-07-11 00:00:32,712,pickedup,Transport,IT,Internal,0.5,5.93
471,500,2026-06-25 16:16:54,1768,pickedup,IT,Finance,Internal,0.5,14.73
303,443,2026-08-06 09:20:16,0,engaged,Marketing,Marketing,Internal,0.5,0.0
443,379,2026-05-26 03:39:50,1346,pickedup,Marketing,Marketing,Internal,0.5,11.22
340,439,2026-03-07 19:06:30,1036,pickedup,IT,IT,Internal,0.5,8.63
427,408,2026-05-16 15:39:27,228,pickedup,Manufacturing,IT,Internal,0.5,1.9
379,328,2026-05-28 18:16:47,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
402,377,2026-04-24 00:48:44,1046,pickedup,IT,Marketing,Internal,0.5,8.72
347,426,2026-07-27 14:11:13,696,pickedup,Finance,Marketing,Internal,0.5,5.8
426,337,2026-07-22 18:02:41,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
459,496,2026-03-02 04:38:22,1465,pickedup,Marketing,Transport,Internal,0.5,12.21
471,328,2026-02-14 08:13:15,138,pickedup,IT,Transport,Internal,0.5,1.15
303,349,2026-02-11 11:08:25,228,pickedup,Marketing,Marketing,Internal,0.5,1.9
358,447,2026-08-05 17:56:27,0,notpickedup,IT,Finance,Internal,0.5,0.0
368,391,2026-06-18 23:17:52,1252,pickedup,IT,Finance,Internal,0.5,10.43
388,390,2026-05-19 10:27:12,0,notpickedup,Transport,Manufacturing,Internal,0.5,0.0
456,316,2026-05-11 22:28:57,1295,pickedup,Finance,Manufacturing,Internal,0.5,10.79
339,344,2026-07-02 17:32:54,1738,pickedup,Marketing,IT,Internal,0.5,14.48
314,342,2026-02-08 09:34:04,0,notpickedup,Marketing,Finance,Internal,0.5,0.0
443,340,2026-02-07 09:49:53,1313,pickedup,Marketing,IT,Internal,0.5,10.94
344,350,2026-07-18 19:11:46,1537,pickedup,IT,Transport,Internal,0.5,12.81
364,479,2026-05-20 14:03:09,76,pickedup,Manufacturing,Manufacturing,Internal,0.5,0.63
413,377,2026-05-02 02:36:05,0,engaged,Transport,Marketing,Internal,0.5,0.0
459,390,2026-08-04 05:30:55,0,notpickedup,Marketing,Manufacturing,Internal,0.5,0.0
335,343,2026-07-24 16:53:32,884,pickedup,Manufacturing,Manufacturing,Internal,0.5,7.37
344,396,2026-02-05 07:09:49,842,pickedup,IT,Marketing,Internal,0.5,7.02
475,430,2026-04-26 13:43:52,1494,pickedup,Finance,IT,Internal,0.5,12.45
307,431,2026-07-28 23:01:03,449,pickedup,Transport,Manufacturing,Internal,0.5,3.74
447,475,2026-02-12 04:05:10,838,pickedup,Finance,Finance,Internal,0.5,6.98
403,407,2026-02-24 05:04:59,0,notpickedup,IT,Transport,Internal,0.5,0.0
459,379,2026-01-12 09:50:34,0,notpickedup,Marketing,Marketing,Internal,0.5,0.0
342,344,2026-02-18 20:33:12,0,notpickedup,Finance,IT,Internal,0.5,0.0
316,319,2026-04-29 16:52:28,0,notpickedup,Manufacturing,IT,Internal,0.5,0.0
491,362,2026-02-11 01:58:15,649,pickedup,Manufacturing,Transport,Internal,0.5,5.41
351,319,2026-01-30 00:35:11,1392,pickedup,Manufacturing,IT,Internal,0.5,11.6
303,445,2026-06-28 12:19:47,655,pickedup,Marketing,IT,Internal,0.5,5.46
327,363,2026-04-28 12:11:50,1601,pickedup,Transport,Transport,Internal,0.5,13.34
403,396,2026-01-31 08:34:58,1329,pickedup,IT,Marketing,Internal,0.5,11.07
412,392,2026-02-06 08:41:11,0,notpickedup,Finance,Transport,Internal,0.5,0.0
469,479,2026-02-13 01:25:20,1797,pickedup,Manufacturing,Manufacturing,Internal,0.5,14.97
319,318,2026-07-15 23:57:00,613,pickedup,IT,Transport,Internal,0.5,5.11
354,444,2026-04-14 13:12:28,0,notpickedup,Marketing,IT,Internal,0.5,0.0
424,412,2026-04-19 06:04:01,0,notpickedup,IT,Finance,Internal,0.5,0.0
349,401,2026-03-04 22:53:17,1460,pickedup,Marketing,Marketing,Internal,0.5,12.17
421,365,2026-04-04 03:22:55,90,pickedup,Finance,Transport,Internal,0.5,0.75
327,473,2026-04-03 13:38:21,0,notpickedup,Transport,Marketing,Internal,0.5,0.0
343,421,2026-08-02 17:16:09,0,notpickedup,Manufacturing,Finance,Internal,0.5,0.0
327,500,2026-05-04 16:58:41,590,pickedup,Transport,Finance,Internal,0.5,4.92
423,374,2026-03-28 10:59:07,1092,pickedup,Manufacturing,Finance,Internal,0.5,9.1
479,358,2026-05-07 12:56:40,404,pickedup,Manufacturing,IT,Internal,0.5,3.37
428,472,2026-06-11 11:57:11,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
318,304,2026-03-31 05:59:45,473,pickedup,Transport,IT,Internal,0.5,3.94
357,447,2026-07-10 10:41:57,707,pickedup,Manufacturing,Finance,Internal,0.5,5.89
303,430,2026-02-13 03:23:27,0,engaged,Marketing,IT,Internal,0.5,0.0
313,344,2026-07-27 23:41:41,884,pickedup,Finance,IT,Internal,0.5,7.37
318,395,2026-01-20 12:17:13,0,engaged,Transport,Transport,Internal,0.5,0.0
476,401,2026-04-27 04:49:19,342,pickedup,Marketing,Marketing,Internal,0.5,2.85
319,422,2026-01-07 02:04:22,919,pickedup,IT,Transport,Internal,0.5,7.66
357,342,2026-04-24 22:15:31,0,notpickedup,Manufacturing,Finance,Internal,0.5,0.0
319,424,2026-01-11 22:07:29,0,notpickedup,IT,IT,Internal,0.5,0.0
356,471,2026-02-05 16:40:13,945,pickedup,IT,IT,Internal,0.5,7.88
413,316,2026-02-07 08:04:59,0,engaged,Transport,Manufacturing,Internal,0.5,0.0
455,364,2026-04-08 02:43:13,57,pickedup,IT,Manufacturing,Internal,0.5,0.47
466,408,2026-04-28 20:51:20,635,pickedup,Transport,IT,Internal,0.5,5.29
437,316,2026-04-09 10:29:59,627,pickedup,Finance,Manufacturing,Internal,0.5,5.22
388,413,2026-07-17 00:48:20,1599,pickedup,Transport,Transport,Internal,0.5,13.32
495,360,2026-06-18 11:47:20,559,pickedup,Marketing,IT,Internal,0.5,4.66
316,473,2026-07-30 17:19:12,0,engaged,Manufacturing,Marketing,Internal,0.5,0.0
344,459,2026-06-29 00:54:49,0,notpickedup,IT,Marketing,Internal,0.5,0.0
318,475,2026-03-30 10:02:02,1624,pickedup,Transport,Finance,Internal,0.5,13.53
455,444,2026-06-20 13:27:08,1468,pickedup,IT,IT,Internal,0.5,12.23
400,455,2026-04-12 00:05:31,776,pickedup,Marketing,IT,Internal,0.5,6.47
422,423,2026-02-28 23:39:14,0,notpickedup,Transport,Manufacturing,Internal,0.5,0.0
394,327,2026-05-19 15:23:48,0,notpickedup,Manufacturing,Transport,Internal,0.5,0.0
416,396,2026-05-29 17:27:19,1793,pickedup,Finance,Marketing,Internal,0.5,14.94
389,349,2026-05-17 03:28:46,561,pickedup,IT,Marketing,Internal,0.5,4.67
349,459,2026-04-13 00:53:13,721,pickedup,Marketing,Marketing,Internal,0.5,6.01
364,431,2026-05-11 00:43:38,0,notpickedup,Manufacturing,Manufacturing,Internal,0.5,0.0
331,471,2026-07-14 08:48:47,846,pickedup,Marketing,IT,Internal,0.5,7.05
304,421,2026-05-09 14:26:38,1297,pickedup,IT,Finance,Internal,0.5,10.81
389,358,2026-06-19 07:27:12,0,notpickedup,IT,IT,Internal,0.5,0.0
423,426,2026-04-05 13:32:56,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
348,443,2026-06-21 15:39:39,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
471,400,2026-03-26 04:08:53,57,pickedup,IT,Marketing,Internal,0.5,0.47
500,382,2026-02-09 20:13:26,0,engaged,Finance,Transport,Internal,0.5,0.0
303,365,2026-05-18 04:25:37,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
344,500,2026-02-23 19:58:38,575,pickedup,IT,Finance,Internal,0.5,4.79
363,316,2026-01-17 12:49:35,674,pickedup,Transport,Manufacturing,Internal,0.5,5.62
407,443,2026-04-20 21:06:21,1559,pickedup,Transport,Marketing,Internal,0.5,12.99
394,366,2026-07-14 20:35:29,0,notpickedup,Manufacturing,Manufacturing,Internal,0.5,0.0
374,495,2026-01-18 07:33:11,1573,pickedup,Finance,Marketing,Internal,0.5,13.11
356,466,2026-03-25 02:26:49,1503,pickedup,IT,Transport,Internal,0.5,12.53
360,366,2026-08-06 03:48:37,893,pickedup,IT,Manufacturing,Internal,0.5,7.44
368,475,2026-07-08 03:24:15,293,pickedup,IT,Finance,Internal,0.5,2.44
466,395,2026-06-11 23:42:41,334,pickedup,Transport,Transport,Internal,0.5,2.78
391,360,2026-08-02 03:50:29,1699,pickedup,Finance,IT,Internal,0.5,14.16
362,318,2026-06-24 13:20:13,36,pickedup,Transport,Transport,Internal,0.5,0.3
475,473,2026-06-16 13:02:16,0,engaged,Finance,Marketing,Internal,0.5,0.0
303,494,2026-02-11 01:42:33,715,pickedup,Marketing,Transport,Internal,0.5,5.96
472,427,2026-08-05 23:11:00,393,pickedup,Transport,Manufacturing,Internal,0.5,3.27
403,491,2026-01-02 16:39:31,689,pickedup,IT,Manufacturing,Internal,0.5,5.74
473,342,2026-08-09 18:00:03,1715,pickedup,Marketing,Finance,Internal,0.5,14.29
374,412,2026-02-17 23:37:41,0,notpickedup,Finance,Finance,Internal,0.5,0.0
303,473,2026-02-07 13:50:07,1243,pickedup,Marketing,Marketing,Internal,0.5,10.36
342,408,2026-04-18 09:08:52,1529,pickedup,Finance,IT,Internal,0.5,12.74
377,362,2026-01-13 18:33:14,1464,pickedup,Marketing,Transport,Internal,0.5,12.2
424,408,2026-04-22 04:41:07,66,pickedup,IT,IT,Internal,0.5,0.55
428,358,2026-07-14 02:13:16,764,pickedup,Marketing,IT,Internal,0.5,6.37
450,440,2026-04-19 16:16:07,0,notpickedup,Transport,IT,Internal,0.5,0.0
362,357,2026-02-21 02:42:42,1533,pickedup,Transport,Manufacturing,Internal,0.5,12.78
443,421,2026-03-29 02:12:15,671,pickedup,Marketing,Finance,Internal,0.5,5.59
349,407,2026-02-08 20:20:49,0,engaged,Marketing,Transport,Internal,0.5,0.0
408,329,2026-01-24 07:25:44,1494,pickedup,IT,IT,Internal,0.5,12.45
389,491,2026-08-09 00:17:51,1684,pickedup,IT,Manufacturing,Internal,0.5,14.03
365,344,2026-04-15 10:05:13,113,pickedup,Transport,IT,Internal,0.5,0.94
344,482,2026-04-08 15:53:12,0,engaged,IT,IT,Internal,0.5,0.0
331,475,2026-06-15 22:51:08,8,pickedup,Marketing,Finance,Internal,0.5,0.07
340,371,2026-03-12 13:01:11,764,pickedup,IT,IT,Internal,0.5,6.37
327,422,2026-06-07 18:00:38,0,notpickedup,Transport,Transport,Internal,0.5,0.0
354,384,2026-04-11 11:25:17,0,notpickedup,Marketing,IT,Internal,0.5,0.0
344,331,2026-06-29 19:33:43,514,pickedup,IT,Marketing,Internal,0.5,4.28
360,384,2026-04-11 01:01:32,578,pickedup,IT,IT,Internal,0.5,4.82
366,347,2026-01-04 12:43:52,1481,pickedup,Manufacturing,Finance,Internal,0.5,12.34
351,307,2026-06-14 00:38:26,1458,pickedup,Manufacturing,Transport,Internal,0.5,12.15
412,443,2026-05-29 05:40:23,314,pickedup,Finance,Marketing,Internal,0.5,2.62
495,400,2026-03-11 19:16:17,0,notpickedup,Marketing,Marketing,Internal,0.5,0.0
379,413,2026-01-07 05:33:36,1514,pickedup,Marketing,Transport,Internal,0.5,12.62
353,479,2026-07-09 17:59:41,170,pickedup,Finance,Manufacturing,Internal,0.5,1.42
389,450,2026-04-23 07:28:45,0,notpickedup,IT,Transport,Internal,0.5,0.0
416,439,2026-02-13 05:20:38,814,pickedup,Finance,IT,Internal,0.5,6.78
445,413,2026-01-21 21:59:09,0,notpickedup,IT,Transport,Internal,0.5,0.0
479,303,2026-08-02 03:31:47,815,pickedup,Manufacturing,Marketing,Internal,0.5,6.79
362,456,2026-03-09 18:49:06,1080,pickedup,Transport,Finance,Internal,0.5,9.0
303,362,2026-04-03 08:33:06,161,pickedup,Marketing,Transport,Internal,0.5,1.34
403,472,2026-06-29 13:16:22,0,engaged,IT,Transport,Internal,0.5,0.0
413,447,2026-02-05 09:30:34,413,pickedup,Transport,Finance,Internal,0.5,3.44
489,401,2026-05-29 16:13:38,333,pickedup,Finance,Marketing,Internal,0.5,2.77
431,335,2026-05-11 23:27:08,0,engaged,Manufacturing,Manufacturing,Internal,0.5,0.0
401,471,2026-07-31 13:33:06,0,notpickedup,Marketing,IT,Internal,0.5,0.0
314,413,2026-06-27 21:09:57,1564,pickedup,Marketing,Transport,Internal,0.5,13.03
396,482,2026-04-26 12:53:55,0,notpickedup,Marketing,IT,Internal,0.5,0.0
332,443,2026-01-15 18:55:20,53,pickedup,Marketing,Marketing,Internal,0.5,0.44
416,459,2026-06-03 19:29:41,884,pickedup,Finance,Marketing,Internal,0.5,7.37
318,362,2026-07-16 17:13:22,355,pickedup,Transport,Transport,Internal,0.5,2.96
391,360,2026-07-21 20:51:49,1004,pickedup,Finance,IT,Internal,0.5,8.37
356,392,2026-05-21 01:53:15,969,pickedup,IT,Transport,Internal,0.5,8.07
407,362,2026-07-12 03:07:22,468,pickedup,Transport,Transport,Internal,0.5,3.9
303,328,2026-05-03 01:31:45,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
473,395,2026-04-28 01:10:40,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
437,384,2026-03-22 06:19:29,1353,pickedup,Finance,IT,Internal,0.5,11.28
475,500,2026-07-19 09:35:24,0,engaged,Finance,Finance,Internal,0.5,0.0
390,447,2026-02-03 10:28:15,0,engaged,Manufacturing,Finance,Internal,0.5,0.0
394,426,2026-02-10 22:57:33,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
351,473,2026-02-12 17:11:20,1187,pickedup,Manufacturing,Marketing,Internal,0.5,9.89
471,348,2026-02-01 00:38:42,1135,pickedup,IT,Manufacturing,Internal,0.5,9.46
394,351,2026-05-09 07:59:12,1741,pickedup,Manufacturing,Manufacturing,Internal,0.5,14.51
412,319,2026-01-12 06:36:37,990,pickedup,Finance,IT,Internal,0.5,8.25
380,368,2026-05-02 05:20:14,1290,pickedup,Transport,IT,Internal,0.5,10.75
350,337,2026-02-06 04:35:30,1601,pickedup,Transport,Transport,Internal,0.5,13.34
456,437,2026-05-02 06:55:24,0,engaged,Finance,Finance,Internal,0.5,0.0
349,354,2026-07-24 19:29:00,381,pickedup,Marketing,Marketing,Internal,0.5,3.17
353,360,2026-03-15 00:15:31,1674,pickedup,Finance,IT,Internal,0.5,13.95
459,423,2026-04-11 04:35:01,1775,pickedup,Marketing,Manufacturing,Internal,0.5,14.79
401,319,2026-06-29 03:38:11,1728,pickedup,Marketing,IT,Internal,0.5,14.4
343,476,2026-06-06 22:08:21,771,pickedup,Manufacturing,Marketing,Internal,0.5,6.42
471,379,2026-03-24 22:50:17,1516,pickedup,IT,Marketing,Internal,0.5,12.63
328,494,2026-04-02 20:21:53,0,notpickedup,Transport,Transport,Internal,0.5,0.0
431,318,2026-07-14 05:19:03,1720,pickedup,Manufacturing,Transport,Internal,0.5,14.33
344,320,2026-05-05 22:50:19,913,pickedup,IT,Manufacturing,Internal,0.5,7.61
350,326,2026-01-24 01:38:55,275,pickedup,Transport,Finance,Internal,0.5,2.29
447,403,2026-05-28 12:24:46,0,notpickedup,Finance,IT,Internal,0.5,0.0
351,444,2026-05-28 19:16:01,805,pickedup,Manufacturing,IT,Internal,0.5,6.71
354,302,2026-08-03 07:58:56,1157,pickedup,Marketing,IT,Internal,0.5,9.64
426,394,2026-05-10 10:17:37,197,pickedup,Marketing,Manufacturing,Internal,0.5,1.64
422,389,2026-04-27 03:41:52,0,engaged,Transport,IT,Internal,0.5,0.0
326,481,2026-01-23 16:20:37,1355,pickedup,Finance,IT,Internal,0.5,11.29
403,469,2026-06-16 21:04:12,1115,pickedup,IT,Manufacturing,Internal,0.5,9.29
342,365,2026-05-07 03:55:07,718,pickedup,Finance,Transport,Internal,0.5,5.98
344,382,2026-04-24 13:17:52,1472,pickedup,IT,Transport,Internal,0.5,12.27
466,318,2026-03-03 22:52:13,0,engaged,Transport,Transport,Internal,0.5,0.0
476,327,2026-06-11 15:44:30,623,pickedup,Marketing,Transport,Internal,0.5,5.19
316,394,2026-01-17 14:38:27,620,pickedup,Manufacturing,Manufacturing,Internal,0.5,5.17
318,353,2026-08-04 00:47:19,195,pickedup,Transport,Finance,Internal,0.5,1.62
349,314,2026-06-22 22:55:23,1593,pickedup,Marketing,Marketing,Internal,0.5,13.28
304,401,2026-05-23 22:12:58,0,notpickedup,IT,Marketing,Internal,0.5,0.0
413,350,2026-04-25 20:54:06,20,pickedup,Transport,Transport,Internal,0.5,0.17
428,343,2026-03-03 02:22:20,659,pickedup,Marketing,Manufacturing,Internal,0.5,5.49
426,476,2026-01-08 02:00:24,1431,pickedup,Marketing,Marketing,Internal,0.5,11.93
495,424,2026-03-15 03:32:41,1231,pickedup,Marketing,IT,Internal,0.5,10.26
500,356,2026-01-12 08:57:52,1746,pickedup,Finance,IT,Internal,0.5,14.55
402,332,2026-06-05 03:09:28,915,pickedup,IT,Marketing,Internal,0.5,7.62
394,444,2026-01-01 09:43:20,0,engaged,Manufacturing,IT,Internal,0.5,0.0
427,422,2026-01-17 04:52:59,1300,pickedup,Manufacturing,Transport,Internal,0.5,10.83
402,431,2026-02-18 02:04:52,0,notpickedup,IT,Manufacturing,Internal,0.5,0.0
459,439,2026-06-07 04:02:08,747,pickedup,Marketing,IT,Internal,0.5,6.22
389,349,2026-03-04 22:21:16,378,pickedup,IT,Marketing,Internal,0.5,3.15
472,377,2026-07-24 11:14:12,0,engaged,Transport,Marketing,Internal,0.5,0.0
475,491,2026-06-19 13:23:09,1413,pickedup,Finance,Manufacturing,Internal,0.5,11.78
339,354,2026-01-19 06:56:37,1260,pickedup,Marketing,Marketing,Internal,0.5,10.5
422,319,2026-03-14 17:11:23,0,notpickedup,Transport,IT,Internal,0.5,0.0
384,469,2026-01-19 13:05:50,1112,pickedup,IT,Manufacturing,Internal,0.5,9.27
491,347,2026-03-03 13:56:06,0,engaged,Manufacturing,Finance,Internal,0.5,0.0
342,313,2026-01-26 09:37:19,1536,pickedup,Finance,Finance,Internal,0.5,12.8
304,347,2026-07-18 15:13:21,1248,pickedup,IT,Finance,Internal,0.5,10.4
394,313,2026-05-23 08:06:43,0,engaged,Manufacturing,Finance,Internal,0.5,0.0
328,382,2026-03-01 00:04:28,599,pickedup,Transport,Transport,Internal,0.5,4.99
431,394,2026-03-17 14:44:26,0,notpickedup,Manufacturing,Manufacturing,Internal,0.5,0.0
304,500,2026-03-24 08:26:29,256,pickedup,IT,Finance,Internal,0.5,2.13
500,304,2026-06-10 05:14:50,0,notpickedup,Finance,IT,Internal,0.5,0.0
350,351,2026-01-16 10:21:21,236,pickedup,Transport,Manufacturing,Internal,0.5,1.97
427,360,2026-02-20 08:14:43,1205,pickedup,Manufacturing,IT,Internal,0.5,10.04
394,304,2026-07-22 04:59:24,0,engaged,Manufacturing,IT,Internal,0.5,0.0
331,426,2026-06-01 21:14:02,1743,pickedup,Marketing,Marketing,Internal,0.5,14.53
351,326,2026-03-09 07:10:54,724,pickedup,Manufacturing,Finance,Internal,0.5,6.03
456,437,2026-05-25 06:50:55,179,pickedup,Finance,Finance,Internal,0.5,1.49
307,431,2026-02-28 07:16:56,259,pickedup,Transport,Manufacturing,Internal,0.5,2.16
350,469,2026-06-24 11:06:14,1788,pickedup,Transport,Manufacturing,Internal,0.5,14.9
371,391,2026-03-29 22:39:30,570,pickedup,IT,Finance,Internal,0.5,4.75
395,343,2026-06-05 22:34:32,0,notpickedup,Transport,Manufacturing,Internal,0.5,0.0
392,344,2026-02-05 22:54:51,750,pickedup,Transport,IT,Internal,0.5,6.25
466,471,2026-01-10 16:13:10,0,notpickedup,Transport,IT,Internal,0.5,0.0
495,351,2026-01-26 23:47:39,978,pickedup,Marketing,Manufacturing,Internal,0.5,8.15
427,358,2026-06-03 21:29:35,1160,pickedup,Manufacturing,IT,Internal,0.5,9.67
357,472,2026-01-04 21:52:58,1735,pickedup,Manufacturing,Transport,Internal,0.5,14.46
402,329,2026-03-21 17:22:50,642,pickedup,IT,IT,Internal,0.5,5.35
303,422,2026-06-28 06:35:48,729,pickedup,Marketing,Transport,Internal,0.5,6.08
320,326,2026-01-21 23:06:12,799,pickedup,Manufacturing,Finance,Internal,0.5,6.66
443,354,2026-08-04 23:06:17,0,notpickedup,Marketing,Marketing,Internal,0.5,0.0
354,500,2026-05-17 07:14:33,1417,pickedup,Marketing,Finance,Internal,0.5,11.81
344,380,2026-05-30 07:43:37,980,pickedup,IT,Transport,Internal,0.5,8.17
379,313,2026-03-04 02:12:20,652,pickedup,Marketing,Finance,Internal,0.5,5.43
379,444,2026-07-18 08:14:17,86,pickedup,Marketing,IT,Internal,0.5,0.72
332,362,2026-07-25 23:31:01,1583,pickedup,Marketing,Transport,Internal,0.5,13.19
430,413,2026-02-21 02:15:52,869,pickedup,IT,Transport,Internal,0.5,7.24
363,316,2026-04-08 23:28:46,0,notpickedup,Transport,Manufacturing,Internal,0.5,0.0
403,456,2026-06-05 22:55:33,124,pickedup,IT,Finance,Internal,0.5,1.03
368,424,2026-06-15 12:10:57,0,notpickedup,IT,IT,Internal,0.5,0.0
357,328,2026-06-18 07:20:47,778,pickedup,Manufacturing,Transport,Internal,0.5,6.48
440,351,2026-05-21 00:12:25,25,pickedup,IT,Manufacturing,Internal,0.5,0.21
302,351,2026-06-10 00:24:27,0,notpickedup,IT,Manufacturing,Internal,0.5,0.0
403,328,2026-04-01 16:18:25,1800,pickedup,IT,Transport,Internal,0.5,15.0
337,320,2026-06-03 17:59:42,0,notpickedup,Transport,Manufacturing,Internal,0.5,0.0
353,371,2026-02-24 17:08:21,1015,pickedup,Finance,IT,Internal,0.5,8.46
307,471,2026-05-24 04:59:12,0,notpickedup,Transport,IT,Internal,0.5,0.0
358,500,2026-05-04 22:55:48,0,notpickedup,IT,Finance,Internal,0.5,0.0
337,500,2026-04-11 17:02:24,622,pickedup,Transport,Finance,Internal,0.5,5.18
350,494,2026-08-09 07:41:06,0,notpickedup,Transport,Transport,Internal,0.5,0.0
430,350,2026-04-22 01:52:26,92,pickedup,IT,Transport,Internal,0.5,0.77
350,456,2026-02-01 21:29:56,1520,pickedup,Transport,Finance,Internal,0.5,12.67
459,303,2026-04-29 19:26:42,120,pickedup,Marketing,Marketing,Internal,0.5,1.0
362,349,2026-07-17 11:26:09,0,notpickedup,Transport,Marketing,Internal,0.5,0.0
444,343,2026-07-02 12:59:19,1280,pickedup,IT,Manufacturing,Internal,0.5,10.67
390,331,2026-05-06 11:07:31,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
348,447,2026-07-04 15:25:11,1188,pickedup,Manufacturing,Finance,Internal,0.5,9.9
491,424,2026-07-28 10:51:05,1241,pickedup,Manufacturing,IT,Internal,0.5,10.34
440,426,2026-07-12 00:50:49,0,notpickedup,IT,Marketing,Internal,0.5,0.0
428,469,2026-02-04 14:44:10,1480,pickedup,Marketing,Manufacturing,Internal,0.5,12.33
349,331,2026-04-09 15:15:34,431,pickedup,Marketing,Marketing,Internal,0.5,3.59
416,427,2026-06-01 19:30:56,1168,pickedup,Finance,Manufacturing,Internal,0.5,9.73
342,396,2026-06-02 06:01:50,693,pickedup,Finance,Marketing,Internal,0.5,5.78
354,329,2026-05-17 13:19:14,1468,pickedup,Marketing,IT,Internal,0.5,12.23
416,374,2026-05-15 07:30:49,1375,pickedup,Finance,Finance,Internal,0.5,11.46
390,475,2026-04-09 19:51:37,1034,pickedup,Manufacturing,Finance,Internal,0.5,8.62
466,421,2026-03-07 14:41:30,0,notpickedup,Transport,Finance,Internal,0.5,0.0
472,366,2026-02-01 03:56:09,0,engaged,Transport,Manufacturing,Internal,0.5,0.0
364,391,2026-04-19 19:20:55,476,pickedup,Manufacturing,Finance,Internal,0.5,3.97
389,314,2026-02-07 20:15:16,985,pickedup,IT,Marketing,Internal,0.5,8.21
491,400,2026-01-26 10:24:01,1019,pickedup,Manufacturing,Marketing,Internal,0.5,8.49
392,390,2026-03-29 08:18:55,1133,pickedup,Transport,Manufacturing,Internal,0.5,9.44
424,335,2026-02-19 09:33:09,0,notpickedup,IT,Manufacturing,Internal,0.5,0.0
388,339,2026-07-22 09:51:37,297,pickedup,Transport,Marketing,Internal,0.5,2.48
471,331,2026-04-20 17:53:09,1376,pickedup,IT,Marketing,Internal,0.5,11.47
388,390,2026-07-29 02:22:03,0,notpickedup,Transport,Manufacturing,Internal,0.5,0.0
496,313,2026-06-29 22:41:02,0,notpickedup,Transport,Finance,Internal,0.5,0.0
304,319,2026-06-06 00:55:48,0,notpickedup,IT,IT,Internal,0.5,0.0
394,339,2026-01-27 23:31:06,1237,pickedup,Manufacturing,Marketing,Internal,0.5,10.31
362,377,2026-02-08 17:10:58,354,pickedup,Transport,Marketing,Internal,0.5,2.95
495,343,2026-08-09 12:02:19,0,notpickedup,Marketing,Manufacturing,Internal,0.5,0.0
473,428,2026-03-10 07:12:20,1655,pickedup,Marketing,Marketing,Internal,0.5,13.79
396,400,2026-05-10 17:01:03,1500,pickedup,Marketing,Marketing,Internal,0.5,12.5
459,390,2026-02-27 04:31:06,1546,pickedup,Marketing,Manufacturing,Internal,0.5,12.88
489,316,2026-07-24 13:31:05,837,pickedup,Finance,Manufacturing,Internal,0.5,6.97
456,395,2026-05-26 00:55:02,0,notpickedup,Finance,Transport,Internal,0.5,0.0
437,456,2026-04-28 15:28:00,168,pickedup,Finance,Finance,Internal,0.5,1.4
377,351,2026-02-28 18:29:33,1602,pickedup,Marketing,Manufacturing,Internal,0.5,13.35
439,471,2026-05-22 05:56:49,0,engaged,IT,IT,Internal,0.5,0.0
316,416,2026-04-09 19:39:32,1714,pickedup,Manufacturing,Finance,Internal,0.5,14.28
337,426,2026-08-06 08:27:35,945,pickedup,Transport,Marketing,Internal,0.5,7.88
466,357,2026-03-18 16:21:06,1168,pickedup,Transport,Manufacturing,Internal,0.5,9.73
304,350,2026-04-16 12:36:10,1105,pickedup,IT,Transport,Internal,0.5,9.21
455,302,2026-06-26 16:27:34,0,engaged,IT,IT,Internal,0.5,0.0
318,371,2026-05-20 00:43:47,0,notpickedup,Transport,IT,Internal,0.5,0.0
491,407,2026-06-04 05:18:25,1134,pickedup,Manufacturing,Transport,Internal,0.5,9.45
412,392,2026-01-03 15:29:54,0,engaged,Finance,Transport,Internal,0.5,0.0
466,327,2026-02-10 13:21:26,0,notpickedup,Transport,Transport,Internal,0.5,0.0
402,365,2026-01-24 04:53:05,0,engaged,IT,Transport,Internal,0.5,0.0
329,313,2026-07-27 12:29:58,0,engaged,IT,Finance,Internal,0.5,0.0
439,494,2026-03-23 03:48:09,884,pickedup,IT,Transport,Internal,0.5,7.37
466,489,2026-03-28 05:46:24,0,engaged,Transport,Finance,Internal,0.5,0.0
348,476,2026-02-04 15:01:29,103,pickedup,Manufacturing,Marketing,Internal,0.5,0.86
